Collection_Date,Blip_Dim1,Blip_Dim2,Blip_Dim3,Blip_Dim4,Blip_Dim5,Blip_Dim6,Blip_Dim7,Blip_Dim8,Blip_Dim9,Blip_Dim10,Blip_Dim11,Blip_Dim12,Blip_Dim13,Blip_Dim14,Blip_Dim15,Blip_Dim16,Blip_Dim17,Blip_Dim18,Blip_Dim19,Blip_Dim20,Blip_Dim21,Blip_Dim22,Blip_Dim23,Blip_Dim24,Blip_Dim25,Blip_Dim26,Blip_Dim27,Blip_Dim28,Blip_Dim29,Blip_Dim30,Blip_Dim31,Blip_Dim32,Blip_Dim33,Blip_Dim34,Blip_Dim35,Blip_Dim36,# samples
2020-01-31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
2020-02-29,0.03225806451612903,0.06451612903225806,0.03225806451612903,0.0967741935483871,0.0967741935483871,0.06451612903225806,0.0,0.0,0.06451612903225806,0.0,0.0,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.03225806451612903,0.06451612903225806,0.0,0.03225806451612903,0.0,0.06451612903225806,0.0,0.0,0.0,0.0,0.03225806451612903,0.06451612903225806,0.0,0.0,0.03225806451612903,0.0,0.0967741935483871,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.06451612903225806,31
2020-03-31,0.03896103896103896,0.03896103896103896,0.006493506493506494,0.01948051948051948,0.08441558441558442,0.0,0.01948051948051948,0.006493506493506494,0.006493506493506494,0.0,0.045454545454545456,0.006493506493506494,0.025974025974025976,0.03896103896103896,0.012987012987012988,0.032467532467532464,0.01948051948051948,0.0,0.01948051948051948,0.045454545454545456,0.025974025974025976,0.025974025974025976,0.006493506493506494,0.032467532467532464,0.012987012987012988,0.032467532467532464,0.0,0.045454545454545456,0.0,0.01948051948051948,0.01948051948051948,0.01948051948051948,0.025974025974025976,0.06493506493506493,0.01948051948051948,0.025974025974025976,154
2020-04-30,0.09022556390977443,0.19548872180451127,0.05263157894736842,0.08270676691729323,0.17293233082706766,0.03759398496240601,0.09774436090225563,0.022556390977443608,0.06015037593984962,0.03007518796992481,0.07518796992481203,0.03759398496240601,0.11278195488721804,0.09774436090225563,0.045112781954887216,0.09774436090225563,0.06015037593984962,0.022556390977443608,0.09774436090225563,0.11278195488721804,0.03759398496240601,0.12030075187969924,0.05263157894736842,0.08270676691729323,0.06766917293233082,0.18796992481203006,0.022556390977443608,0.12030075187969924,0.10526315789473684,0.07518796992481203,0.06015037593984962,0.06766917293233082,0.08270676691729323,0.06766917293233082,0.10526315789473684,0.12030075187969924,133
2020-05-31,0.09090909090909091,0.09090909090909091,0.0,0.8181818181818182,0.8181818181818182,0.7272727272727273,0.8181818181818182,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.7272727272727273,0.7272727272727273,0.0,0.7272727272727273,0.7272727272727273,0.09090909090909091,0.09090909090909091,0.8181818181818182,0.09090909090909091,0.7272727272727273,0.8181818181818182,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.8181818181818182,0.0,0.0,0.0,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.0,11
2020-06-30,0.18181818181818182,0.2727272727272727,0.0,0.06818181818181818,0.045454545454545456,0.20454545454545456,0.0,0.045454545454545456,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.0,0.0,0.25,0.20454545454545456,0.06818181818181818,0.045454545454545456,0.022727272727272728,0.045454545454545456,0.22727272727272727,0.0,0.022727272727272728,0.022727272727272728,0.25,0.0,0.06818181818181818,0.045454545454545456,0.022727272727272728,0.022727272727272728,0.045454545454545456,0.045454545454545456,0.06818181818181818,0.18181818181818182,0.022727272727272728,0.06818181818181818,0.22727272727272727,44
2020-07-31,0.1111111111111111,0.2777777777777778,0.1111111111111111,0.05555555555555555,0.2222222222222222,0.0,0.05555555555555555,0.0,0.16666666666666666,0.0,0.1111111111111111,0.0,0.05555555555555555,0.2222222222222222,0.05555555555555555,0.2777777777777778,0.1111111111111111,0.1111111111111111,0.16666666666666666,0.0,0.0,0.16666666666666666,0.05555555555555555,0.2777777777777778,0.2222222222222222,0.1111111111111111,0.0,0.0,0.1111111111111111,0.4444444444444444,0.1111111111111111,0.16666666666666666,0.1111111111111111,0.0,0.2222222222222222,0.1111111111111111,18
2020-08-31,0.06976744186046512,0.23255813953488372,0.11627906976744186,0.09302325581395349,0.19767441860465115,0.06976744186046512,0.12790697674418605,0.1744186046511628,0.08139534883720931,0.10465116279069768,0.2441860465116279,0.18604651162790697,0.19767441860465115,0.13953488372093023,0.08139534883720931,0.18604651162790697,0.16279069767441862,0.023255813953488372,0.16279069767441862,0.1511627906976744,0.05813953488372093,0.23255813953488372,0.1511627906976744,0.12790697674418605,0.09302325581395349,0.13953488372093023,0.19767441860465115,0.10465116279069768,0.1744186046511628,0.1511627906976744,0.0,0.16279069767441862,0.10465116279069768,0.23255813953488372,0.20930232558139536,0.12790697674418605,86
2020-09-30,0.09090909090909091,0.2727272727272727,0.2727272727272727,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.36363636363636365,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.36363636363636365,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.0,0.09090909090909091,0.22727272727272727,0.2727272727272727,0.09090909090909091,0.0,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.4090909090909091,0.13636363636363635,0.36363636363636365,0.09090909090909091,0.0,22
2020-10-31,0.19047619047619047,0.5238095238095238,0.4523809523809524,0.13095238095238096,0.16666666666666666,0.19047619047619047,0.10714285714285714,0.5,0.21428571428571427,0.27380952380952384,0.2619047619047619,0.5119047619047619,0.5,0.11904761904761904,0.19047619047619047,0.2261904761904762,0.19047619047619047,0.09523809523809523,0.17857142857142858,0.13095238095238096,0.047619047619047616,0.47619047619047616,0.20238095238095238,0.17857142857142858,0.05952380952380952,0.5119047619047619,0.5119047619047619,0.3333333333333333,0.40476190476190477,0.21428571428571427,0.3333333333333333,0.42857142857142855,0.21428571428571427,0.39285714285714285,0.20238095238095238,0.5,84
2020-11-30,0.21951219512195122,0.43902439024390244,0.14634146341463414,0.12195121951219512,0.0,0.0,0.024390243902439025,0.43902439024390244,0.2682926829268293,0.2682926829268293,0.17073170731707318,0.3170731707317073,0.34146341463414637,0.024390243902439025,0.14634146341463414,0.21951219512195122,0.17073170731707318,0.024390243902439025,0.07317073170731707,0.12195121951219512,0.07317073170731707,0.2682926829268293,0.2926829268292683,0.04878048780487805,0.0,0.21951219512195122,0.3902439024390244,0.4146341463414634,0.07317073170731707,0.04878048780487805,0.04878048780487805,0.3170731707317073,0.04878048780487805,0.7317073170731707,0.07317073170731707,0.36585365853658536,41
2020-12-31,0.22932330827067668,0.4473684210526316,0.44360902255639095,0.24812030075187969,0.13909774436090225,0.21428571428571427,0.16165413533834586,0.44360902255639095,0.2744360902255639,0.2857142857142857,0.3007518796992481,0.40225563909774437,0.21052631578947367,0.17669172932330826,0.15037593984962405,0.18045112781954886,0.16917293233082706,0.24436090225563908,0.18796992481203006,0.18796992481203006,0.10526315789473684,0.49624060150375937,0.37969924812030076,0.3082706766917293,0.12030075187969924,0.35714285714285715,0.48120300751879697,0.37218045112781956,0.18421052631578946,0.17293233082706766,0.21804511278195488,0.6203007518796992,0.21804511278195488,0.39097744360902253,0.18045112781954886,0.24060150375939848,266
2021-01-31,0.281437125748503,0.41317365269461076,0.40718562874251496,0.23353293413173654,0.19161676646706588,0.2155688622754491,0.25149700598802394,0.3592814371257485,0.2934131736526946,0.23952095808383234,0.2934131736526946,0.40718562874251496,0.2155688622754491,0.2215568862275449,0.25748502994011974,0.23952095808383234,0.20359281437125748,0.20359281437125748,0.20359281437125748,0.25748502994011974,0.20958083832335328,0.32335329341317365,0.33532934131736525,0.23952095808383234,0.11377245508982035,0.2754491017964072,0.38323353293413176,0.41317365269461076,0.23952095808383234,0.20958083832335328,0.15568862275449102,0.6047904191616766,0.2215568862275449,0.41317365269461076,0.19760479041916168,0.25149700598802394,167
2021-02-28,0.2708860759493671,0.23037974683544304,0.7139240506329114,0.2708860759493671,0.2,0.25316455696202533,0.189873417721519,0.21518987341772153,0.2683544303797468,0.23037974683544304,0.24050632911392406,0.27848101265822783,0.20759493670886076,0.20506329113924052,0.189873417721519,0.22278481012658227,0.22784810126582278,0.2481012658227848,0.24050632911392406,0.2430379746835443,0.23544303797468355,0.3139240506329114,0.20253164556962025,0.27341772151898736,0.21012658227848102,0.22025316455696203,0.28354430379746837,0.3012658227848101,0.24050632911392406,0.25569620253164554,0.22025316455696203,0.6860759493670886,0.17974683544303796,0.30886075949367087,0.19746835443037974,0.2430379746835443,395
2021-03-31,0.224,0.2128,0.7344,0.2192,0.2384,0.1632,0.184,0.2064,0.2208,0.2304,0.2032,0.2496,0.1888,0.1712,0.1888,0.2224,0.1584,0.2064,0.2304,0.2016,0.2592,0.232,0.2432,0.2128,0.1792,0.168,0.232,0.2384,0.2048,0.2144,0.1872,0.7136,0.1744,0.2352,0.2208,0.1888,625
